,Metabolit,Part,Molecular Formula,Molecular Weight,CID Kanaya,CID Pubchem,Canonical SMILES,Referensi  Antivirus,Referensi  Antimalaria/Antiplasmodium,Referensi  Treatment Meningitis,enumerator,species,CID PubChem,Referensi,Akar,Batang,Daun,Bunga,Buah,Referensi kandungan,Referensi Kandungan,Biji,Essential oil,Cabang,sinonim,Referensi 1,Referensi 2,referensi 3 (part),Sinonim,Referensi 1 (Metabolite),Referensi 2 ,Referensi 3,Referensi 1 (metabolit),"Referensi 2 (3D, Smiles)"
2917,Oxyisocyclointegrin,,C21H20O7,384.12090299,C00013502,44258671,CC(C)(C1CC2=C(C3=C(O1)C=C(C=C3)O)OC4=CC(=CC(=C4C2=O)O)OC)O,,,,Rahma (RN),Artocarpus integer,,,,,,,,,,,,,,,,,,,,,,
2918,Cyclointegrin,,C21H20O6,368.12598837,C00013503,44258672,CC1(CCC2=C(C3=C(O1)C=C(C=C3)O)OC4=CC(=CC(=C4C2=O)O)OC)C,,,,Rahma (RN),Artocarpus integer,,,,,,,,,,,,,,,,,,,,,,
2919,artonin F,,C30H30O7,502.6,,14680593,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C4=C(O3)C5=C6C(C4)C(OC6=C(C=C5O)O)(C)C)C=CC(O2)(C)C)C,,,,Rahma (RN),Artocarpus integer,,,,,,,,,https://journals.sagepub.com/doi/pdf/10.1177/1934578X1601100921,,,,,,,,,,,,,
2920,heteroflavanone A,,C19H20O7,360.4,,42608055,COC1=CC(=C2C(=O)CC(OC2=C1)C3=C(C=C(C=C3OC)OC)OC)O,,,,Rahma (RN),Artocarpus integer,,,,,,,,,https://journals.sagepub.com/doi/pdf/10.1177/1934578X1601100921,,,,,,,,,,,,,
2921,cudraflavone C,,C25H26O6,422.5,,5319924,CC(=CCC1=C(C2=C(C=C1O)OC(=C(C2=O)CC=C(C)C)C3=C(C=C(C=C3)O)O)O)C,,,,Rahma (RN),Artocarpus integer,,,,,,,,,https://journals.sagepub.com/doi/pdf/10.1177/1934578X1601100921,,,,,,,,,,,,,
2922,cyclocommunol,,C20H16O6,3523,,10315987,CC(=CC1C2=C(C3=C(O1)C=C(C=C3)O)OC4=CC(=CC(=C4C2=O)O)O)C,,,,Rahma (RN),Artocarpus integer,,,,,,,,,https://journals.sagepub.com/doi/pdf/10.1177/1934578X1601100921,,,,,,,,,,,,,
2923,Integrin,,C21H20O6,368.12598837,C00004031,,,,,,Rahma (RN),Artocarpus integer,,,,,,,,,,,,,,,,,,,,,,
2924,Artoindonesianin F,,C19H20O4,312.13615913,C00029731,,,,,,Rahma (RN),Artocarpus integer,,,,,,,,,,,,,,,,,,,,,,
2925,"3,4-trans-4-isopentenyl-3, 5.2 ', 4'-tetrahydroxy stilbene",,,,,,,,,,Rahma (RN),Artocarpus integer,,,,,,,,,https://media.neliti.com/media/publications/220593-diversity-of-secondary-metabolites-from.pdf,,,,,,,,,,,,,
2926,"3,5-trans-4-(3-methylE-but-1-enil)-3,5,2 ', 4'-tetrahydroxystilbene",,,,,,,,,,Rahma (RN),Artocarpus integer,,,,,,,,,https://media.neliti.com/media/publications/220593-diversity-of-secondary-metabolites-from.pdf,,,,,,,,,,,,,
2927,artocarben,,,,,,,,,,Rahma (RN),Artocarpus integer,,,,,,,,,https://media.neliti.com/media/publications/220593-diversity-of-secondary-metabolites-from.pdf,,,,,,,,,,,,,
2928,methoxycyclocommunol,,,,,,,,,,Rahma (RN),Artocarpus integer,,,,,,,,,https://journals.sagepub.com/doi/pdf/10.1177/1934578X1601100921,,,,,,,,,,,,,
2929,Norartocarpetin,,C15H10O6,286.04773805,C00003859,5481970,C1=CC(=C(C=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,,,,Rahma (RN),Artocarpus kemando,,,,,,,,,,,,,,,,,,,,,,
2930,Artocarpin,,C26H28O6,436.18858863,C00004032,5458461,CC(C)C=CC1=C(C=C2C(=C1O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)OC,,,,Rahma (RN),Artocarpus kemando,,,,,,,,,,,,,,,,,,,,,,
2931,Cycloartocarpin,,C26H26O6,434.17293856,C00004062,44258302,CC(C)C=CC1=C(C2=C(C=C1O)OC3=C(C2=O)C(OC4=C3C=CC(=C4)OC)C=C(C)C)O,,,,Rahma (RN),Artocarpus kemando,,,,,,,,,,,,,,,,,,,,,,
2932,Artonin E,,C25H24O7,436.15220312,C00004106,5481962,CC(=CCC1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=CC(=C(C=C4O)O)O)C,,,,Rahma (RN),Artocarpus kemando,,,,,,,,,,,,,,,,,,,,,,
2933,Cycloartobiloxanthone,,C25H22O7,434.13655306,C00013485,10342859,CC1(C=CC2=C(O1)C=C(C3=C2OC4=C(C3=O)CC5C6=C4C(=CC(=C6OC5(C)C)O)O)O)C,,,,Rahma (RN),Artocarpus kemando,,,,,,,,,,,,,,,,,,,,,,
2934,Artonin O,,C30H30O7,502.19915331,C00013493,46887814,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)CC(C4=C3C(=C(C(=O)C4=O)CC=C(C)C)O)C(=C)C)O)C,,,,Rahma (RN),Artocarpus kemando,,,,,,,,,,,,,,,,,,,,,,
2935,Chaplashin,,C26H28O7,452.18350325,C00029937,90472917,CC(C)C=CC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C4=C(C=C(C=C4)O)OC(C3)C(C)(C)O)OC,,,,Rahma (RN),Artocarpus kemando,,,,,,,,,,,,,,,,,,,,,,
2936,artoindonesianin C,,C26H22O8,462.4,,10552003,CC(=C)C1=C2C(=C3C(=C1)C(=O)C4=C(O3)C5=C(C=C4O)OC(C=C5)(C)C)C(=O)CC2(C(=O)OC)O,,,,Rahma (RN),Artocarpus kemando,,,,v,,,,,http://psasir.upm.edu.my/id/eprint/12431/,,,,,,,,,,,,,
2937,artonol B,,C24H20O7,420.4,,10740797,CC(=O)C1=C2C(=CC3=C1C(=O)OC3(C)C)C(=O)C4=C(O2)C5=C(C=C4O)OC(C=C5)(C)C,,,,Rahma (RN),Artocarpus kemando,,,,v,,,,,http://psasir.upm.edu.my/id/eprint/12431/,,,,,,,,,,,,,
2938,Artoindonesianin D,,C25H22O7,434.13655306,C00029729,,,,,,Rahma (RN),Artocarpus kemando,,,,,,,,,,,,,,,,,,,,,,
2939,artomandin,,,,,,,,,,Rahma (RN),Artocarpus kemando,,,,v,,,,,http://psasir.upm.edu.my/id/eprint/12431/,,,,,,,,,,,,,
2940,kemandonin,,,,,,,,,,Rahma (RN),Artocarpus kemando,,,,v,,,,,http://psasir.upm.edu.my/id/eprint/12431/,,,,,,,,,,,,,
2941,artochamin,,,,,,,,,,Rahma (RN),Artocarpus kemando,,,,v,,,,,http://psasir.upm.edu.my/id/eprint/12431/,,,,,,,,,,,,,
2942,Anonaine,leaves,C17H15NO2,265.11027873,C00001807,,C1CNC2CC3=CC=CC=C3C4=C2C1=CC5=C4OCO5,,,,Lovy (LP),001_LP_Nelumbo nucifera..,160597,,,,,,,,,,,,-,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/Anonaine,"Lin, R. J., Wu, M. H., Ma, Y. H., Chung, L. Y., Chen, C. Y., & Yen, C. M. (2014). Anthelmintic activities of aporphine from Nelumbo nucifera Gaertn. cv. Rosa-plena against Hymenolepis nana. International journal of molecular sciences, 15(3), 3624–3639. https://doi.org/10.3390/ijms1503362427. doi: 10.3390/ijms15033624",,,,,,
2943,Armepavine,,C19H23NO3,313.16779361,C00001810,,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,442169,,,,,,,,,,,,Evoeuropine,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/442169,,,,,,,
2944,Liriodenine,leaves,C17H9NO3,275.05824316,C00001878,,C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53,,,,Lovy (LP),001_LP_Nelumbo nucifera..,10144,,,,,,,,,,,,Spermatheridine,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/10144,"Mongkolrat S, Palanuvej C, Ruangrungsi N (2012) Quality assessment and liriodenine quantification of Nelumbo nucifera dried leaf in Thailand. Pharmacogn J 4(32):24–28",,,,,,
2945,Pronuciferine,leaves,C19H21NO3,311.15214354,C00001905,,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)OC)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,200480,,,,,,,,,,,,N-Methylstepharine,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/200480,"Do, Tho & Nguyen, Tuan & Tran, Hung & Stuppner, Hermann & Ganzera, Markus. (2013). Analysis of alkaloids in Lotus (Nelumbo nucifera Gaertn.) leaves by non-aqueous capillary electrophoresis using ultraviolet and mass spectrometric detection. Journal of chromatography. A. 1302. 10.1016/j.chroma.2013.06.002. ",,,,,,
2946,Catechol,,C6H6O2,110.03677944,C00002644,,C1=CC=C(C(=C1)O)O,,,,Lovy (LP),001_LP_Nelumbo nucifera..,289,,,,,,,,,,,,pyrocatechol,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/289,,,,,,,
2947,Isosinensetin,rizhome,C20H20O7,372.12090299,C00003912,,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,632135,,,,,,,,,,,,6-Demethoxynobiletin,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/632135,"Jiang, Y., Ng, T.B., Liu, Z., Wang, C., Li, N., Qiao, W., & Liua, F. (2011). Immunoregulatory and anti-HIV-1 enzyme activities of antioxidant components from lotus (Nelumbo nucifera Gaertn.) rhizome. Bioscience reports, 31 5, 381-90 .",,,,,,
2948,Hyperin,leaves,C21H20O12,464.09547611,C00005372,,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,,Lovy (LP),001_LP_Nelumbo nucifera..,5281643,,,,,,,,,,,,Quercetin 3-galactoside,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/5281643,https://www.mdpi.com/1420-3049/20/6/10553/pdf,,,,,,
2949,Higenamine,seed embryo,C16H17NO3,271.31,C00049556,,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O,,,,Lovy (LP),001_LP_Nelumbo nucifera..,114840,,,,,,,,,,,,-,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=higenamin,https://pubchem.ncbi.nlm.nih.gov/compound/Higenamine,https://www.mdpi.com/2072-6643/12/2/285/pdf,,,,,,
2950,Hirsutrin,leaves,C21H20O12,464.09547611,C00005373,,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,,Lovy (LP),001_LP_Nelumbo nucifera..,5280804,,,,,,,,,,,,Isoquercetin,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/5280804,https://doi.org/10.1016/j.jchromb.2016.12.017,,,,,,
2951,Leucocyanidin,leaves and seed,C15H14O7,306.0739528,C00007235,,C1=CC(=C(C=C1C2C(C(C3=C(C=C(C=C3O2)O)O)O)O)O)O,,,,Lovy (LP),001_LP_Nelumbo nucifera..,71629,,,,,,,,,,,,leucocyanidol,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/71629,https://www.researchgate.net/publication/24212576,,,,,,
2952,Roemerine ,leaves,C18H17NO2,279.12592879,C00025625,,CN1CCC2=CC3=C(C4=C2C1CC5=CC=CC=C54)OCO3,,,,Lovy (LP),001_LP_Nelumbo nucifera..,235224,,,,,,,,,,,,Remerine,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/Remerin,"Lin, R. J., Wu, M. H., Ma, Y. H., Chung, L. Y., Chen, C. Y., & Yen, C. M. (2014). Anthelmintic activities of aporphine from Nelumbo nucifera Gaertn. cv. Rosa-plena against Hymenolepis nana. International journal of molecular sciences, 15(3), 3624–3639. https://doi.org/10.3390/ijms1503362427. doi: 10.3390/ijms15033624",,,,,,
2953,Dehydronuciferine,leaves,C19H19NO2," 
293.4",,,CN1CCC2=CC(=C(C3=C2C1=CC4=CC=CC=C43)OC)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,821347,,,,,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/compound/Dehydronuciferine,"Lin, R. J., Wu, M. H., Ma, Y. H., Chung, L. Y., Chen, C. Y., & Yen, C. M. (2014). Anthelmintic activities of aporphine from Nelumbo nucifera Gaertn. cv. Rosa-plena against Hymenolepis nana. International journal of molecular sciences, 15(3), 3624–3639. https://doi.org/10.3390/ijms1503362427. doi: 10.3390/ijms15033624",,,,,,
2954,Dehydroroemerine,leaves,C18H15NO2,277.11027873,C00025845,,CN1CCC2=CC3=C(C4=C2C1=CC5=CC=CC=C54)OCO3,,,,Lovy (LP),001_LP_Nelumbo nucifera..,161899,,,,,,,,,,,,Dehydroaporheine,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/Dehydroaporheine,https://books.google.co.id/books?id=_pHQQQkl8FMC&pg=PA372&lpg=PA372&dq=Dehydroaporheine+in+nelumbo+nucifera&source=bl&ots=G13XUQTj2F&sig=ACfU3U3NDxVhYyUHCGLibGu5m4-DdONJvg&hl=en&sa=X&ved=2ahUKEwinqZaFmLDpAhWv4HMBHXPaCQoQ6AEwEnoECAgQAQ#v=onepage&q=Dehydroaporheine%20in%20nelumbo%20nucifera&f=false,,,,,,
2955,Lotusine,embryo,C19H24NO3,314.17561864,C00025934,,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)O)C,,,,Lovy (LP),001_LP_Nelumbo nucifera..,78381113,,,,,,,,,,,,D-(-)-Lotusine,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/78381113,,,,,,,
2956,Neferine,seed embryo and leaves,C38H44N2O6,265.31,,,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,398793,,,,,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/compound/Neferine,,,,,,,
2957,Nuciferine,seed embryo ,C19H21NO2,295.15722892,C00025976,,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,10146,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/10146,,,,,,,
2958,N-Methylasimilobine,leaves,C18H19NO2,281.14157886,C00025991,,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)O,,,,Lovy (LP),001_LP_Nelumbo nucifera..,197017,,,,,,,,,,,,O-Nornuciferine,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/197017,"Lin, R. J., Wu, M. H., Ma, Y. H., Chung, L. Y., Chen, C. Y., & Yen, C. M. (2014). Anthelmintic activities of aporphine from Nelumbo nucifera Gaertn. cv. Rosa-plena against Hymenolepis nana. International journal of molecular sciences, 15(3), 3624–3639. https://doi.org/10.3390/ijms1503362427. doi: 10.3390/ijms15033624",,,,,,
2959,O-Methylcorypalline,embryo,C12H17NO2,207.12592879,C00027451,,CN1CCC2=CC(=C(C=C2C1)OC)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,27694,,,,,,,,,,,," 
O-Methylcorypalline",http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/27694,,,,,,,
2960,Liensinine,embryo,C37H42N2O6,610.30428709,C00028473,,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,160644,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/160644,"Ross I.A. (2001) Nelumbo nucifera. In: Medicinal Plants of the World. Humana Press, Totowa, NJ",,,,,,
2961,10-Nonacosanol,,C29H60O,424.46441654,C00040761,,CCCCCCCCCCCCCCCCCCCC(CCCCCCCCC)O,,,,Lovy (LP),001_LP_Nelumbo nucifera..,Nonacosan-10-ol,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/25240035,,,,,,,
2962,Lirinidine,leaves,C18H19NO2,281.14157886,C00041045,,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)O)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,31069,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,,"Duke, James A. 1992. Handbook of phytochemical constituents of GRAS herbs and other economic plants. Boca Raton, FL. CRC Press.",,,,,,
2963,1-Methyl-corypalline,,C12H17NO2,207.12592879,C00050650,,,,,,Lovy (LP),001_LP_Nelumbo nucifera..,,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,,,,,,,,
2964,Isoleurosine,seed,C46H58N4O8,794.42546486,C00050943,,CCC1CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,,,,Lovy (LP),001_LP_Nelumbo nucifera..,161300,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=nelumbo%20nucifera,https://pubchem.ncbi.nlm.nih.gov/compound/161300,"Duke, James A. 1992. Handbook of phytochemical constituents of GRAS herbs and other economic plants. Boca Raton, FL. CRC Press.",,,,,,
2965,Floribundine,Leaves,C18H19NO2,281.3,,,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)O,,,,Lovy (LP),001_LP_Nelumbo nucifera..,5319512,,,,,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/compound/Floribundine,,,,,,,
2966,(+)-Lirioresinol B,Root,C22H26O8,418.16276781,C00002631,,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)O)OC,,,,Lovy (LP),002_LP_Boerhavia Diffusa,100067,,,,,,,,,,,,Syringaresinol,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/100067,https://www.jstage.jst.go.jp/article/cpb1958/39/6/39_6_1551/_article/-char/en,,,,,,
2967,"5,7-Dihydroxy-3',4'-dimethoxy-6,8-dimethylflavone",root,C19H18O6,342.11033831,C00003992,,CC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)OC)OC)C)O,,,,Lovy (LP),002_LP_Boerhavia Diffusa,11002377,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/11002377,"https://books.google.co.id/books?id=2-xeDwAAQBAJ&pg=PA232&lpg=PA232&dq=5,7-Dihydroxy-3%27,4%27-dimethoxy-6,8-dimethylflavone+in+Boerhavia+Diffusa&source=bl&ots=jJNX72Es0t&sig=ACfU3U17fNff7CBh6zycogvnqbFjCFWTYw&hl=en&sa=X&ved=2ahUKEwitqJuGurLpAhVSbSsKHR3kD8QQ6AEwAHoECAoQAQ#v=onepage&q=5%2C7-Dihydroxy-3'%2C4'-dimethoxy-6%2C8-dimethylflavone%20in%20Boerhavia%20Diffusa&f=false",,,,,,
2968,Boeravinone C,root,C18H16O7,344.08960287,C00009984,,CC1=C(C=C2C(=C1O)C(=O)C3(C(O2)COC4=C3C=CC=C4O)O)OC,,,,Lovy (LP),002_LP_Boerhavia Diffusa,13940641,,,,,,,,,,,,"4,11,12a-Trihydroxy-9-methoxy-10-methylrotenone",http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/13940641,http://www.plantsjournal.com/archives/2017/vol5issue4/PartC/5-4-31-389.pdf,,,,,,
2969,Boeravinone B,root,C17H12O6,312.06338812,C00009989,,CC1=C(C2=C(C=C1O)OC3=C(C2=O)C4=CC=CC=C4OC3O)O,,,,Lovy (LP),002_LP_Boerhavia Diffusa,14018348,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/13940648,http://www.plantsjournal.com/archives/2017/vol5issue4/PartC/5-4-31-389.pdf,,,,,,
2970,Boeravinone A,root,C18H14O6,326.07903818,C00009990,,CC1=C(C2=C(C=C1O)OC3=C(C2=O)C4=CC=CC=C4OC3OC)O,,,,Lovy (LP),002_LP_Boerhavia Diffusa,14018346,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/13940646,http://www.plantsjournal.com/archives/2017/vol5issue4/PartC/5-4-31-389.pdf,,,,,,
2971,Diffusarotenoid,root,C22H20O7,396.12090299,C00019361,,CCCCC(=O)OC1C2=C(C3=C(O1)C(=CC=C3)O)C(=O)C4=C(O2)C=C(C(=C4)C)O,,,,Lovy (LP),002_LP_Boerhavia Diffusa,100933428,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/100933428,https://www.japsonline.com/admin/php/uploads/772_pdf.pdf,,,,,,
2972,Boerhavilanostenyl benzoate,Root,C43H64O8,708.46011902,C00019362,,CC(CCCC(C)C1CCC2(C1(CCC3C2CC=C4C3(CCC(=O)C4(C)C)C)C)C)COC5C(C(C(C(O5)CO)OC(=O)C6=CC=CC=C6)O)O,,,,Lovy (LP),002_LP_Boerhavia Diffusa,100933429,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/100933429,"Gupta, Jyoti & Ali, Mond. (2010). ChemInform Abstract: Chemical Constituents of Boerhavia diffusa Linn. roots. Cheminform. 30. 10.1002/chin.199909221. ",,,,,,
2973,Boeravinone D,Root,C18H14O7,342.0739528,C00019403,,CC1=C(C2=C(C=C1O)OC3=C(C2=O)C4=C(C=C(C=C4)O)OC3OC)O,,,,Lovy (LP),002_LP_Boerhavia Diffusa,15081178,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/15081178,http://www.plantsjournal.com/archives/2017/vol5issue4/PartC/5-4-31-389.pdf,,,,,,
2974,Boeravinone E,Root,C17H12O7,328.05830274,C00019404,,CC1=C(C2=C(C=C1O)OC3=C(C2=O)C4=C(C=C(C=C4)O)OC3O)O,,,,Lovy (LP),002_LP_Boerhavia Diffusa,11537197,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/11537197,http://www.plantsjournal.com/archives/2017/vol5issue4/PartC/5-4-31-389.pdf,,,,,,
2975,Boeravinone F,Root,C17H10O7,326.04265268,C00019405,,CC1=C(C2=C(C=C1O)OC3=C(C2=O)C4=C(C=C(C=C4)O)OC3=O)O,,,,Lovy (LP),002_LP_Boerhavia Diffusa,12004175,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20Diffusa,https://pubchem.ncbi.nlm.nih.gov/compound/12004175,http://www.plantsjournal.com/archives/2017/vol5issue4/PartC/5-4-31-389.pdf,,,,,,
2976,Repenone,plant,C18H12O8,356.05321736,C00009987,,COC(=O)OC1C2=C(C3=CC=CC=C3O1)C(=O)C4=C(O2)C=C(C(=C4O)O)O,,,,Lovy (LP),002_LP_Boerhavia repens,44257427,,,,,,,,,,,,"6a,12a-Dehydro-9,10,11-trihydroxy-6-acetoxyrotenone",http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20repens,https://pubchem.ncbi.nlm.nih.gov/compound/44257427,https://books.google.co.id/books?id=jFW3BgAAQBAJ&pg=PA84&lpg=PA84&dq=repenone+in+boerhavia+repens&source=bl&ots=eU1EwF0hVc&sig=ACfU3U27CUT5lH8mt3YMGGhsBtnQ0r_uJA&hl=en&sa=X&ved=2ahUKEwijrJyO6LTpAhXdILcAHdhfCcwQ6AEwAHoECAoQAQ#v=onepage&q=repenone%20in%20boerhavia%20repens&f=false,,,,,,
2977,Repenol,plant,C18H12O9,372.04813198,C00009988,,COC(=O)OC1C2=C(C3=C(O1)C=C(C=C3)O)C(=O)C4=C(O2)C=C(C(=C4O)O)O,,,,Lovy (LP),002_LP_Boerhavia repens,44257428,,,,,,,,,,,,"6a,12a-Dehydro-3,9,10,11-tetrahydroxy-6-acetoxyrotenone",http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Boerhavia%20repens,https://pubchem.ncbi.nlm.nih.gov/compound/44257428,https://books.google.co.id/books?id=jFW3BgAAQBAJ&pg=PA84&lpg=PA84&dq=repenone+in+boerhavia+repens&source=bl&ots=eU1EwF0hVc&sig=ACfU3U27CUT5lH8mt3YMGGhsBtnQ0r_uJA&hl=en&sa=X&ved=2ahUKEwijrJyO6LTpAhXdILcAHdhfCcwQ6AEwAHoECAoQAQ#v=onepage&q=repenone%20in%20boerhavia%20repens&f=false,,,,,,
2978,D-Pinitol,,C7H14O6,712.19631236,C00001168,,COC1C(C(C(C(C1O)O)O)O)O,,,,Lovy (LP),004_LP_Bougenvillea glabra,164619,,,,,,,,,,,,Methylinositol,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Bougainvillea%20glabra,https://pubchem.ncbi.nlm.nih.gov/compound/164619,,,,,,,
2979,Isobetanidin-6-O-beta-sophoroside,,C30H36N2O18,194.07903818,C00050878,,,,,,Lovy (LP),004_LP_Bougenvillea glabra,,,,,,,,,,,,,,http://www.knapsackfamily.com/knapsack_core/result.php?sname=all&word=Bougainvillea%20glabra,,,,,,,,
